SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude,SIGNAL,High Signal,RSSI,High RSSI,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC)
1,c6:fb:aa:a7:8d:e8,Unknown,,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,1,c6:fb:aa:a7:8d:e8,-76,5745,102.60455894687982,17.973236895693233,72.0,72.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:13.235
2FM,c4:fb:aa:a7:8d:e4,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,2FM,c4:fb:aa:a7:8d:e4,-80,2462,102.604701404595,17.972571381587382,12.0,75.0,-91.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:15.342
LTC,e8:f6:54:7f:47:ac,"HUAWEI TECHNOLOGIES CO.,LTD",,Open,,802.11ac,5,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LTC,e8:f6:54:7f:47:ac,-74,2432,102.60465837058356,17.97273969752051,63.0,82.0,-74.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:15.342
Kia_4291624377,4a:7a:ff:cc:7d:b8,Unknown,,OWE,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Kia_4291624377,4a:7a:ff:cc:7d:b8,-90,5180,102.6045458067207,17.973767045489808,15.0,15.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:25.387
LANWEI,60:53:75:5d:c4:ed,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LANWEI,60:53:75:5d:c4:ed,-86,5240,102.604701404595,17.972571381587382,3.0,45.0,-94.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:48.626
HOUMPHET,f4:28:53:ed:24:24,Zioncom Electronics (Shenzhen) Ltd.,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,HOUMPHET,f4:28:53:ed:24:24,-61,2412,102.604701404595,17.972571381587382,51.0,78.0,-78.0,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:48.626
WirelessNet,04:25:c5:77:ac:a4,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,WirelessNet,04:25:c5:77:ac:a4,-69,2462,102.604701404595,17.972571381587382,60.0,60.0,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:53.110
Kualuang,ac:f9:70:1a:43:24,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",,,Infrastructure,Unknown,,,Kualuang,ac:f9:70:1a:43:24,-68,2457,102.604701404595,17.972571381587382,60.0,66.0,-75.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:53.110
LANWEI,6c:14:6e:e1:67:2c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LANWEI,6c:14:6e:e1:67:2c,-69,2462,102.604701404595,17.972571381587382,54.0,60.0,-77.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:58.929
LANWEI,60:53:75:5d:c4:e8,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,3,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LANWEI,60:53:75:5d:c4:e8,-76,2422,102.60476381193612,17.972190781757096,63.0,63.0,-74.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:24:58.929
Net-sunday_plus,d4:35:38:6b:0e:ef,"Beijing Xiaomi Mobile Software Co., Ltd",,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,Net-sunday_plus,d4:35:38:6b:0e:ef,-86,2412,102.60493754259691,17.972192284326187,42.0,51.0,-81.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:03.149
PHOUVONG,9c:7d:a3:6d:9f:84,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,PHOUVONG,9c:7d:a3:6d:9f:84,-86,2442,102.60536306123056,17.97260973396327,77.0,77.0,-68.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:03.149
LANWEI,6c:14:6e:e1:67:30,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,48,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LANWEI,6c:14:6e:e1:67:30,-72,5240,102.604701404595,17.972571381587382,48.0,48.0,-79.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:05.384
TOTOLINK_FreeDom,78:44:76:d2:80:0c,Zioncom Electronics (Shenzhen) Ltd.,,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,TOTOLINK_FreeDom,78:44:76:d2:80:0c,-76,2457,102.60484448791009,17.9721811463991,48.0,48.0,-79.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:07.218
Hello ,6e:fe:bd:d4:b4:95,Unknown,,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Hello ,6e:fe:bd:d4:b4:95,-86,2412,102.60530631666148,17.97219142962465,6.0,6.0,-93.0,-93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:28.175
ROSSFAMILY ,e4:3e:c6:4e:f7:b0,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,ROSSFAMILY ,e4:3e:c6:4e:f7:b0,-86,2412,102.60530631666148,17.97219142962465,54.0,54.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:28.175
CDMG,24:43:e2:91:86:78,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,CDMG,24:43:e2:91:86:78,-56,2442,102.60612044787442,17.97243049156266,30.0,77.0,-85.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:45.717
HUAWEI-2.4G-Ud6h,a6:a4:6b:20:cd:8c,Unknown,,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,HUAWEI-2.4G-Ud6h,a6:a4:6b:20:cd:8c,-66,2412,102.60610238662429,17.972465463765833,42.0,76.0,-81.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:45.717
S&G Resident,b4:fb:e4:35:7f:a3,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,S&G Resident,b4:fb:e4:35:7f:a3,-74,2462,102.60576123083938,17.971525014955127,42.0,42.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:53.451
sitech,74:da:88:5f:4c:66,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,sitech,74:da:88:5f:4c:66,-76,2457,102.60633812348124,17.972919930249468,24.0,48.0,-87.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:25:55.992
S&G Resident,78:8a:20:e3:6b:c9,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,S&G Resident,78:8a:20:e3:6b:c9,-80,2437,102.60633812348124,17.972919930249468,24.0,60.0,-87.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:01.211
107,50:91:e3:d2:f7:66,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11ax,3,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,107,50:91:e3:d2:f7:66,-56,2422,102.60594385279929,17.97202097465325,27.0,80.0,-86.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:01.211
sitech,74:da:88:7b:e7:b6,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,sitech,74:da:88:7b:e7:b6,-68,2457,102.60633812348124,17.972919930249468,33.0,33.0,-84.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:04.413
S&G Resident,78:8a:20:e3:6a:a3,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,S&G Resident,78:8a:20:e3:6a:a3,-67,2412,102.60610238662429,17.972465463765833,77.0,77.0,-68.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:04.413
sitech,74:da:88:5f:4c:67,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,sitech,74:da:88:5f:4c:67,-90,5220,102.60713553778588,17.972184441619177,6.0,9.0,-93.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:10.998
Infinix NOTE 30,f2:1d:60:01:b9:79,Unknown,,WPA2-Personal,CCMP,802.11ac,13,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Infinix NOTE 30,f2:1d:60:01:b9:79,-86,2472,102.60610238662429,17.972465463765833,36.0,36.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:10.998
NightBleu,24:43:e2:40:0c:07,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,NightBleu,24:43:e2:40:0c:07,-80,2452,102.60610238662429,17.972465463765833,39.0,39.0,-82.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:10.998
MAI THIP SHOP,5c:64:7a:62:18:dc,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,MAI THIP SHOP,5c:64:7a:62:18:dc,-66,2462,102.60594385279929,17.97202097465325,12.0,76.0,-91.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:21.253
OPPO Reno11 5G,9a:a8:28:89:31:6c,Unknown,,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,OPPO Reno11 5G,9a:a8:28:89:31:6c,-85,2462,102.60612044787442,17.97243049156266,39.0,39.0,-82.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:21.253
306,50:91:e3:d2:f7:2f,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11ax,40,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,306,50:91:e3:d2:f7:2f,-79,5200,102.60576123083938,17.971525014955127,9.0,42.0,-92.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:25.447
sitech,74:da:88:7b:e7:fe,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,sitech,74:da:88:7b:e7:fe,-66,2457,102.60633812348124,17.972919930249468,45.0,57.0,-80.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:32.745
MBUX 28381,ba:9f:09:a8:b8:9b,Unknown,,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",,,Infrastructure,Unknown,,,MBUX 28381,ba:9f:09:a8:b8:9b,-54,2462,102.60612051072958,17.9724305068289,27.0,48.0,-86.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:42.663
MBUX 28381,ba:9f:09:c8:b8:9b,Unknown,,WPA2-Personal,CCMP,802.11ac,153,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,MBUX 28381,ba:9f:09:c8:b8:9b,-82,5765,102.60612051072958,17.9724305068289,54.0,54.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:42.663
307,78:8c:b5:66:a3:be,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11ax,2,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,307,78:8c:b5:66:a3:be,-57,2417,102.605730038937,17.971439685219007,21.0,79.0,-88.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:26:54.193
"Dc,bosa",24:43:e2:91:af:58,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,"Dc,bosa",24:43:e2:91:af:58,-57,2412,102.605730038937,17.971439685219007,12.0,85.0,-91.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:06.805
vivo 2015,8a:13:e0:17:15:9d,Unknown,,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,vivo 2015,8a:13:e0:17:15:9d,-67,2462,102.60713553778588,17.972184441619177,63.0,80.0,-74.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:12.575
CamaroKS,9a:49:14:31:fb:e6,Unknown,,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,CamaroKS,9a:49:14:31:fb:e6,-86,5220,102.60612051088304,17.972430506926564,9.0,42.0,-92.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:16.305
Beer,8a:7b:31:b0:b5:e1,Unknown,,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,12,24","9,18,36,48,54",,,Infrastructure,Unknown,,,Beer,8a:7b:31:b0:b5:e1,-84,5745,102.606082052128,17.972302162411577,12.0,33.0,-91.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:18.069
CamaroKS,9a:49:14:21:fb:e6,Unknown,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,CamaroKS,9a:49:14:21:fb:e6,-67,2412,102.606082052128,17.972302162411577,45.0,72.0,-80.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:21.959
HUAWEI-FEB3-2.4G,08:31:8b:1b:fe:b3,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,HUAWEI-FEB3-2.4G,08:31:8b:1b:fe:b3,-76,2432,102.60610238662429,17.972465463765833,45.0,45.0,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:27.528
107,50:91:e3:d2:f7:67,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,107,50:91:e3:d2:f7:67,-79,5240,102.60594385279929,17.97202097465325,21.0,60.0,-88.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:27.528
"Dc,bosa",24:43:e2:91:af:59,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11ac,161,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,"Dc,bosa",24:43:e2:91:af:59,-86,5805,102.60607024947872,17.972273719096616,39.0,60.0,-82.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:29.989
ASHA-5G,f0:9b:b8:8e:9c:f0,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,ASHA-5G,f0:9b:b8:8e:9c:f0,-82,5745,102.60607024947872,17.972273719096616,39.0,39.0,-82.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:29.989
Manilat ,04:e7:95:3e:40:50,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Manilat ,04:e7:95:3e:40:50,-69,2442,102.60554065162194,17.970979488950285,57.0,57.0,-76.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:29.989
Manignom,c0:06:c3:7d:e0:4f,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Manignom,c0:06:c3:7d:e0:4f,-78,5200,102.60544506219696,17.970757529827576,3.0,3.0,-94.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:33.331
207,40:ae:30:be:62:23,Unknown,,WPA2-Personal,CCMP,802.11ax,40,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,207,40:ae:30:be:62:23,-86,5200,102.60713553778588,17.972184441619177,27.0,51.0,-86.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:33.331
307,78:8c:b5:66:a3:bf,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11ax,40,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,307,78:8c:b5:66:a3:bf,-80,5200,102.6067320599249,17.972163184864094,42.0,45.0,-81.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:33.331
PKM3 II,84:d8:1b:10:5f:41,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,PKM3 II,84:d8:1b:10:5f:41,-77,5180,102.6067320599249,17.972163184864094,3.0,27.0,-94.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:40.879
Laoniyom pharma2,cc:29:bd:69:1a:bc,zte corporation,,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,Laoniyom pharma2,cc:29:bd:69:1a:bc,-63,2442,102.6067320599249,17.972163184864094,60.0,76.0,-75.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:40.879
Saysamon,6c:14:6e:e1:3f:cc,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Saysamon,6c:14:6e:e1:3f:cc,-74,5745,102.60799227785844,17.97201700512826,27.0,66.0,-86.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:44.006
PHOMSAVATH_plus,24:cf:24:28:da:dd,"Beijing Xiaomi Mobile Software Co., Ltd",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,PHOMSAVATH_plus,24:cf:24:28:da:dd,-72,2462,102.60774822340524,17.972242575139298,48.0,83.0,-79.0,-58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:44.006
ASHA,f0:9b:b8:8e:9c:ec,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,ASHA,f0:9b:b8:8e:9c:ec,-76,2452,102.6067320599249,17.972163184864094,60.0,60.0,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:44.006
Robertlee4,04:e7:95:3d:0e:a4,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Robertlee4,04:e7:95:3d:0e:a4,-69,2457,102.6067320599249,17.972163184864094,66.0,66.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:44.006
K beauty&skin,b0:8b:92:75:a5:86,zte corporation,,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,K beauty&skin,b0:8b:92:75:a5:86,-68,2417,102.6067320599249,17.972163184864094,78.0,78.0,-66.0,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:44.006
Saysamon,6c:14:6e:e1:3f:c8,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Saysamon,6c:14:6e:e1:3f:c8,-54,2462,102.6080018211586,17.973082956469188,42.0,80.0,-81.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:49.275
PHOMSAVATH,3c:15:fb:a5:d5:48,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",,,Infrastructure,Unknown,,,PHOMSAVATH,3c:15:fb:a5:d5:48,-80,2462,102.60774822340524,17.972242575139298,42.0,60.0,-81.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:49.275
PKM3 I,84:d8:1b:10:5f:42,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,PKM3 I,84:d8:1b:10:5f:42,-86,2412,102.60594385279929,17.97202097465325,48.0,48.0,-79.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:49.275
Harn Narng Kai,d0:96:fb:a1:37:f7,DZS Inc.,,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,Harn Narng Kai,d0:96:fb:a1:37:f7,-51,2462,102.60594385279929,17.97202097465325,51.0,78.0,-78.0,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:49.275
Phokham massage,6c:14:6e:72:0f:00,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Phokham massage,6c:14:6e:72:0f:00,-75,5745,102.6067320599249,17.972163184864094,54.0,54.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:49.275
THE-TP,14:4d:67:4c:60:68,Zioncom Electronics (Shenzhen) Ltd.,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,THE-TP,14:4d:67:4c:60:68,-86,2412,102.6067320599249,17.972163184864094,77.0,77.0,-67.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:49.275
Saysamon,6c:14:6e:e1:42:30,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Saysamon,6c:14:6e:e1:42:30,-73,5745,102.60799227785844,17.97201700512826,15.0,66.0,-90.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:55.339
NeuaDee_best-2.4G,5c:64:7a:c0:8a:ac,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,2,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,NeuaDee_best-2.4G,5c:64:7a:c0:8a:ac,-58,2417,102.60764877554251,17.972237646491717,66.0,66.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:55.339
Nang Ting Ning wifi2,f4:28:53:ed:35:44,Zioncom Electronics (Shenzhen) Ltd.,,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Nang Ting Ning wifi2,f4:28:53:ed:35:44,-80,2452,102.6074467668556,17.973134252004918,57.0,57.0,-76.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,11:27:55.339
